Order ID,Order Name,Order Date,Quantity,Rating,Price,Total Price
3917,Chicken Eggstra,10/06/2018 18:27,8,"5,85","Rp26.772,00","Rp214.176,00"
3918,Banana Split Frappuccino,10/06/2018 18:13,7,"3,47","Rp21.049,00","Rp147.343,00"
3919,Chicken Eggstra,10/06/2018 17:40,7,"4,32","Rp19.348,00","Rp135.436,00"
3920,Avocado Juice,10/06/2018 17:40,8,"3,45","Rp20.324,00","Rp162.592,00"
3921,Banana Split Frappuccino,10/06/2018 17:39,4,"4,08","Rp17.957,00","Rp71.828,00"
3922,Banana Smoothie,10/06/2018 17:39,7,"1,31","Rp30.706,00","Rp214.942,00"
3923,Banana Split Frappuccino,10/06/2018 17:08,4,"1,65","Rp24.040,00","Rp96.160,00"
3924,Chicken Eggstra,10/06/2018 17:08,5,"5,27","Rp25.947,00","Rp129.735,00"
3925,Banana Split Frappuccino,09/06/2018 22:30,8,"4,71","Rp33.389,00","Rp267.112,00"
3926,Banana Split Frappuccino,09/06/2018 19:51,6,"5,74","Rp10.979,00","Rp65.874,00"
3927,Banana Split Frappuccino,09/06/2018 19:17,9,"3,10","Rp21.919,00","Rp197.271,00"
3928,Banana Split Frappuccino,09/06/2018 19:12,10,"3,88","Rp24.740,00","Rp247.400,00"
3929,Banana Split Frappuccino,09/06/2018 18:59,10,"4,24","Rp17.253,00","Rp172.530,00"
3930,Chicken Eggstra,09/06/2018 18:59,5,"4,13","Rp26.610,00","Rp133.050,00"
3931,Banana Smoothie,09/06/2018 18:59,3,"5,35","Rp15.261,00","Rp45.783,00"
3932,Banana Smoothie,09/06/2018 18:17,4,"2,51","Rp14.314,00","Rp57.256,00"
3933,Avocado Juice,09/06/2018 18:15,10,"2,41","Rp23.696,00","Rp236.960,00"
3934,Royal Cake,09/06/2018 18:15,5,"2,11","Rp29.065,00","Rp145.325,00"
3935,Chicken Eggstra,09/06/2018 18:15,9,"5,20","Rp26.731,00","Rp240.579,00"
3936,Banana Split Frappuccino,09/06/2018 17:38,4,"5,76","Rp25.495,00","Rp101.980,00"
3937,Banana Split Frappuccino,08/06/2018 19:58,5,"1,27","Rp13.848,00","Rp69.240,00"
3938,Banana Smoothie,08/06/2018 19:51,5,"1,26","Rp24.021,00","Rp120.105,00"
3939,Avocado Juice,08/06/2018 19:07,10,"4,55","Rp21.879,00","Rp218.790,00"
3940,Royal Cake,08/06/2018 19:07,1,"4,47","Rp22.862,00","Rp22.862,00"
3941,Banana Split Frappuccino,07/06/2018 19:54,10,"2,76","Rp17.378,00","Rp173.780,00"
3942,Chicken Eggstra,07/06/2018 19:54,2,"3,73","Rp29.868,00","Rp59.736,00"
3943,Banana Smoothie,07/06/2018 19:54,7,"4,93","Rp21.034,00","Rp147.238,00"
3944,Banana Smoothie,07/06/2018 18:20,2,"1,69","Rp18.321,00","Rp36.642,00"
3945,Avocado Juice,06/06/2018 21:55,3,"2,82","Rp31.817,00","Rp95.451,00"
3946,Chicken Eggstra,05/06/2018 20:57,5,"3,13","Rp19.119,00","Rp95.595,00"
3947,Avocado Juice,05/06/2018 17:39,2,"1,48","Rp24.679,00","Rp49.358,00"
3948,Banana Smoothie,05/06/2018 17:39,2,"3,87","Rp33.675,00","Rp67.350,00"
3949,Banana Split Frappuccino,05/06/2018 17:39,10,"3,52","Rp25.019,00","Rp250.190,00"
3950,Banana Split Frappuccino,03/06/2018 17:40,7,"2,98","Rp14.790,00","Rp103.530,00"
3951,Banana Split Frappuccino,03/06/2018 17:13,7,"2,69","Rp15.016,00","Rp105.112,00"
3952,Banana Smoothie,03/06/2018 17:13,3,"1,59","Rp27.972,00","Rp83.916,00"
3953,Avocado Juice,03/06/2018 14:57,1,"5,15","Rp22.495,00","Rp22.495,00"
3954,Avocado Juice,02/06/2018 19:50,8,"3,58","Rp24.492,00","Rp195.936,00"
3955,Banana Split Frappuccino,02/06/2018 19:24,6,"2,28","Rp21.733,00","Rp130.398,00"
3956,Avocado Juice,02/06/2018 18:59,8,"3,63","Rp28.210,00","Rp225.680,00"
3957,Avocado Juice,01/06/2018 19:12,4,"1,24","Rp26.844,00","Rp107.376,00"
3958,Chicken Eggstra,01/06/2018 19:12,3,"4,40","Rp11.102,00","Rp33.306,00"
3959,Avocado Juice,01/06/2018 18:16,5,"3,17","Rp27.035,00","Rp135.175,00"
3960,Banana Split Frappuccino,01/06/2018 18:16,6,"3,24","Rp17.673,00","Rp106.038,00"
3961,Avocado Juice,01/06/2018 18:14,5,"1,88","Rp31.328,00","Rp156.640,00"
3962,Banana Split Frappuccino,01/06/2018 18:14,5,"3,32","Rp20.514,00","Rp102.570,00"
3963,Banana Split Frappuccino,31/05/2018 22:26,6,"5,71","Rp33.741,00","Rp202.446,00"
3964,Banana Split Frappuccino,31/05/2018 19:02,7,"4,51","Rp19.965,00","Rp139.755,00"
3965,Banana Split Frappuccino,31/05/2018 18:59,1,"3,98","Rp28.620,00","Rp28.620,00"
3966,Avocado Juice,31/05/2018 18:44,10,"5,23","Rp14.002,00","Rp140.020,00"
3967,Chicken Eggstra,31/05/2018 18:44,3,"3,15","Rp30.733,00","Rp92.199,00"
3968,Banana Smoothie,31/05/2018 18:44,3,"1,75","Rp18.410,00","Rp55.230,00"
3969,Banana Split Frappuccino,31/05/2018 18:23,2,"1,67","Rp28.925,00","Rp57.850,00"
3970,Chicken Eggstra,31/05/2018 18:23,8,"1,36","Rp10.329,00","Rp82.632,00"
3971,Banana Smoothie,31/05/2018 18:23,5,"1,83","Rp12.234,00","Rp61.170,00"
3972,Royal Cake,31/05/2018 18:23,3,"3,22","Rp20.212,00","Rp60.636,00"
3973,Banana Split Frappuccino,30/05/2018 18:51,3,"5,56","Rp14.145,00","Rp42.435,00"
3974,Chicken Eggstra,30/05/2018 18:51,1,"1,31","Rp30.679,00","Rp30.679,00"
3975,Avocado Juice,29/05/2018 22:17,8,"1,28","Rp16.300,00","Rp130.400,00"
3976,Royal Cake,29/05/2018 22:17,4,"5,37","Rp12.337,00","Rp49.348,00"
3977,Banana Split Frappuccino,29/05/2018 20:24,4,"1,35","Rp16.396,00","Rp65.584,00"
3978,Banana Split Frappuccino,28/05/2018 20:17,5,"3,62","Rp33.042,00","Rp165.210,00"
3979,Banana Split Frappuccino,28/05/2018 18:54,3,"1,37","Rp18.529,00","Rp55.587,00"
3980,Banana Split Frappuccino,26/05/2018 19:48,6,"1,97","Rp11.709,00","Rp70.254,00"
3981,Avocado Juice,26/05/2018 19:17,3,"5,85","Rp20.006,00","Rp60.018,00"
3982,Avocado Juice,26/05/2018 19:11,5,"5,90","Rp21.579,00","Rp107.895,00"
3983,Chicken Eggstra,26/05/2018 19:11,7,"3,62","Rp24.383,00","Rp170.681,00"
3984,Banana Split Frappuccino,26/05/2018 19:05,1,"1,73","Rp10.837,00","Rp10.837,00"
3985,Chicken Eggstra,26/05/2018 19:05,4,"2,46","Rp21.278,00","Rp85.112,00"
3986,Banana Smoothie,26/05/2018 19:05,5,"4,03","Rp20.936,00","Rp104.680,00"
3987,Chicken Eggstra,26/05/2018 18:48,3,"2,46","Rp22.517,00","Rp67.551,00"
3988,Avocado Juice,26/05/2018 18:48,3,"1,35","Rp11.553,00","Rp34.659,00"
3989,Banana Split Frappuccino,26/05/2018 18:20,3,"3,18","Rp14.546,00","Rp43.638,00"
3990,Banana Split Frappuccino,26/05/2018 17:40,5,"4,87","Rp15.360,00","Rp76.800,00"
3991,Chicken Eggstra,26/05/2018 17:36,3,"4,94","Rp17.367,00","Rp52.101,00"
3992,Avocado Juice,26/05/2018 17:36,6,"4,43","Rp24.009,00","Rp144.054,00"
3993,Banana Smoothie,26/05/2018 17:36,1,"5,00","Rp31.590,00","Rp31.590,00"
3994,Banana Split Frappuccino,26/05/2018 17:07,4,"5,06","Rp17.829,00","Rp71.316,00"
3995,Avocado Juice,26/05/2018 17:07,9,"2,97","Rp26.695,00","Rp240.255,00"
3996,Chicken Eggstra,26/05/2018 17:07,9,"4,86","Rp10.559,00","Rp95.031,00"
3997,Banana Split Frappuccino,25/05/2018 22:05,10,"5,89","Rp19.228,00","Rp192.280,00"
3998,Banana Smoothie,25/05/2018 21:38,3,"3,19","Rp30.227,00","Rp90.681,00"
3999,Avocado Juice,25/05/2018 21:38,10,"1,97","Rp34.051,00","Rp340.510,00"
4000,Banana Smoothie,25/05/2018 20:04,7,"1,61","Rp24.603,00","Rp172.221,00"
4001,Chicken Eggstra,25/05/2018 20:04,3,"3,85","Rp21.847,00","Rp65.541,00"
4002,Banana Split Frappuccino,25/05/2018 19:44,8,"5,38","Rp31.892,00","Rp255.136,00"
4003,Banana Split Frappuccino,25/05/2018 19:12,10,"2,85","Rp27.039,00","Rp270.390,00"
4004,Avocado Juice,25/05/2018 19:12,4,"4,56","Rp32.824,00","Rp131.296,00"
4005,Banana Split Frappuccino,25/05/2018 19:00,8,"1,48","Rp16.812,00","Rp134.496,00"
4006,Avocado Juice,25/05/2018 17:51,4,"3,65","Rp15.631,00","Rp62.524,00"
4007,Banana Split Frappuccino,25/05/2018 17:46,8,"1,08","Rp29.940,00","Rp239.520,00"
4008,Avocado Juice,23/05/2018 17:17,9,"3,96","Rp15.691,00","Rp141.219,00"
4009,Banana Split Frappuccino,22/05/2018 19:42,2,"4,42","Rp31.089,00","Rp62.178,00"
4010,Banana Split Frappuccino,21/05/2018 18:11,1,"4,02","Rp27.525,00","Rp27.525,00"
4011,Chicken Eggstra,20/05/2018 18:45,10,"1,85","Rp28.604,00","Rp286.040,00"
4012,Banana Smoothie,20/05/2018 18:45,1,"3,70","Rp15.379,00","Rp15.379,00"
4013,Banana Split Frappuccino,20/05/2018 18:45,4,"3,10","Rp22.048,00","Rp88.192,00"
4014,Avocado Juice,20/05/2018 18:07,9,"5,27","Rp34.539,00","Rp310.851,00"
4015,Banana Split Frappuccino,20/05/2018 17:35,7,"4,19","Rp11.674,00","Rp81.718,00"
4016,Banana Split Frappuccino,19/05/2018 20:46,1,"1,09","Rp17.597,00","Rp17.597,00"
4017,Avocado Juice,19/05/2018 19:35,6,"5,14","Rp34.214,00","Rp205.284,00"
4018,Chicken Eggstra,19/05/2018 19:22,2,"1,41","Rp17.137,00","Rp34.274,00"
4019,Avocado Juice,19/05/2018 17:39,6,"4,78","Rp14.953,00","Rp89.718,00"
4020,Banana Split Frappuccino,18/05/2018 19:44,3,"3,13","Rp14.094,00","Rp42.282,00"
4021,Avocado Juice,18/05/2018 19:44,9,"4,19","Rp21.807,00","Rp196.263,00"
4022,Banana Split Frappuccino,17/05/2018 22:15,8,"4,90","Rp12.735,00","Rp101.880,00"
4023,Banana Split Frappuccino,17/05/2018 20:31,8,"2,77","Rp30.319,00","Rp242.552,00"
4024,Banana Split Frappuccino,17/05/2018 20:20,7,"1,43","Rp20.856,00","Rp145.992,00"
4025,Avocado Juice,17/05/2018 19:05,1,"1,06","Rp29.198,00","Rp29.198,00"
4026,Banana Split Frappuccino,16/05/2018 17:51,2,"4,01","Rp19.907,00","Rp39.814,00"
4027,Banana Split Frappuccino,16/05/2018 17:37,4,"2,17","Rp26.810,00","Rp107.240,00"
4028,Avocado Juice,14/05/2018 19:08,9,"5,03","Rp23.207,00","Rp208.863,00"
4029,Banana Split Frappuccino,14/05/2018 19:08,9,"3,55","Rp22.837,00","Rp205.533,00"
4030,Banana Split Frappuccino,13/05/2018 21:42,6,"1,87","Rp12.883,00","Rp77.298,00"
4031,Chicken Eggstra,13/05/2018 16:43,5,"1,28","Rp29.515,00","Rp147.575,00"
4032,Royal Cake,13/05/2018 12:06,7,"2,09","Rp33.244,00","Rp232.708,00"
4033,Royal Cake,13/05/2018 11:56,10,"3,71","Rp19.003,00","Rp190.030,00"
4034,Banana Split Frappuccino,12/05/2018 22:13,3,"5,45","Rp10.873,00","Rp32.619,00"
4035,Chicken Eggstra,12/05/2018 20:49,2,"5,80","Rp11.532,00","Rp23.064,00"
4036,Banana Split Frappuccino,12/05/2018 19:50,4,"3,27","Rp27.159,00","Rp108.636,00"
4037,Banana Split Frappuccino,12/05/2018 19:20,5,"4,11","Rp26.575,00","Rp132.875,00"
4038,Banana Split Frappuccino,12/05/2018 19:19,9,"1,71","Rp22.293,00","Rp200.637,00"
4039,Banana Split Frappuccino,12/05/2018 19:02,5,"2,48","Rp25.759,00","Rp128.795,00"
4040,Banana Split Frappuccino,12/05/2018 18:48,9,"1,14","Rp30.139,00","Rp271.251,00"
4041,Avocado Juice,12/05/2018 18:15,1,"3,80","Rp23.217,00","Rp23.217,00"
4042,Banana Split Frappuccino,12/05/2018 18:15,1,"3,48","Rp14.943,00","Rp14.943,00"
4043,Banana Smoothie,12/05/2018 18:15,5,"4,68","Rp11.304,00","Rp56.520,00"
4044,Chicken Eggstra,12/05/2018 18:09,9,"1,19","Rp34.625,00","Rp311.625,00"
4045,Avocado Juice,12/05/2018 17:20,2,"5,26","Rp31.710,00","Rp63.420,00"
4046,Royal Cake,12/05/2018 15:13,1,"1,36","Rp24.629,00","Rp24.629,00"
4047,Banana Smoothie,12/05/2018 13:52,10,"3,30","Rp29.276,00","Rp292.760,00"
4048,Banana Smoothie,12/05/2018 13:49,4,"1,47","Rp23.759,00","Rp95.036,00"
4049,Banana Smoothie,12/05/2018 13:48,3,"4,52","Rp10.759,00","Rp32.277,00"
4050,Royal Cake,12/05/2018 13:30,4,"3,01","Rp31.658,00","Rp126.632,00"
4051,Banana Smoothie,12/05/2018 13:22,10,"3,38","Rp14.139,00","Rp141.390,00"
4052,Banana Smoothie,11/05/2018 19:31,7,"3,91","Rp25.897,00","Rp181.279,00"
4053,Chicken Eggstra,11/05/2018 19:31,7,"4,46","Rp21.407,00","Rp149.849,00"
4054,Avocado Juice,11/05/2018 19:27,6,"4,33","Rp32.004,00","Rp192.024,00"
4055,Banana Split Frappuccino,11/05/2018 19:27,5,"1,29","Rp20.253,00","Rp101.265,00"
4056,Banana Smoothie,11/05/2018 18:40,9,"1,08","Rp23.039,00","Rp207.351,00"
4057,Banana Split Frappuccino,11/05/2018 17:58,2,"4,60","Rp26.186,00","Rp52.372,00"
4058,Avocado Juice,11/05/2018 17:37,6,"2,16","Rp32.807,00","Rp196.842,00"
4059,Chicken Eggstra,11/05/2018 17:37,5,"5,69","Rp23.086,00","Rp115.430,00"
4060,Banana Smoothie,11/05/2018 17:37,9,"3,32","Rp26.015,00","Rp234.135,00"
4061,Banana Split Frappuccino,11/05/2018 14:45,6,"5,47","Rp23.406,00","Rp140.436,00"
4062,Avocado Juice,11/05/2018 14:45,2,"5,74","Rp10.195,00","Rp20.390,00"
4063,Chicken Eggstra,11/05/2018 14:45,4,"2,98","Rp26.422,00","Rp105.688,00"
4064,Banana Smoothie,10/05/2018 22:05,2,"1,38","Rp12.180,00","Rp24.360,00"
4065,Banana Split Frappuccino,10/05/2018 18:25,1,"1,27","Rp13.424,00","Rp13.424,00"
4066,Banana Split Frappuccino,10/05/2018 17:51,1,"4,01","Rp31.220,00","Rp31.220,00"
4067,Banana Split Frappuccino,10/05/2018 17:14,6,"3,13","Rp30.252,00","Rp181.512,00"
4068,Banana Split Frappuccino,08/05/2018 18:01,8,"5,35","Rp22.302,00","Rp178.416,00"
4069,Avocado Juice,08/05/2018 18:01,5,"1,47","Rp12.401,00","Rp62.005,00"
4070,Chicken Eggstra,07/05/2018 17:50,4,"3,19","Rp10.925,00","Rp43.700,00"
4071,Chicken Eggstra,07/05/2018 10:54,5,"1,37","Rp29.240,00","Rp146.200,00"
4072,Banana Smoothie,07/05/2018 1:45,8,"1,09","Rp32.152,00","Rp257.216,00"
4073,Banana Smoothie,07/05/2018 1:43,5,"4,75","Rp21.980,00","Rp109.900,00"
4074,Banana Smoothie,07/05/2018 1:33,1,"3,50","Rp25.353,00","Rp25.353,00"
4075,Avocado Juice,07/05/2018 0:58,5,"3,79","Rp13.515,00","Rp67.575,00"
4076,Chicken Eggstra,06/05/2018 15:10,4,"5,16","Rp26.213,00","Rp104.852,00"
4077,Banana Split Frappuccino,05/05/2018 13:10,7,"2,86","Rp30.402,00","Rp212.814,00"
4078,Avocado Juice,05/05/2018 13:10,9,"5,98","Rp31.442,00","Rp282.978,00"
4079,Chicken Eggstra,05/05/2018 13:10,9,"1,58","Rp32.159,00","Rp289.431,00"
4080,Banana Smoothie,05/05/2018 13:10,6,"4,59","Rp30.666,00","Rp183.996,00"
4081,Royal Cake,05/05/2018 13:10,9,"2,04","Rp11.933,00","Rp107.397,00"
4082,Banana Split Frappuccino,25/04/2018 18:40,5,"4,72","Rp30.473,00","Rp152.365,00"
4083,Avocado Juice,25/04/2018 18:40,2,"3,43","Rp30.041,00","Rp60.082,00"
4084,Banana Smoothie,25/04/2018 18:40,6,"2,45","Rp10.635,00","Rp63.810,00"
4085,Avocado Juice,25/04/2018 18:05,6,"5,60","Rp32.007,00","Rp192.042,00"
4086,Avocado Juice,25/04/2018 17:58,4,"1,00","Rp27.843,00","Rp111.372,00"
4087,Banana Split Frappuccino,24/04/2018 20:15,8,"4,43","Rp30.738,00","Rp245.904,00"
4088,Avocado Juice,24/04/2018 20:15,1,"4,89","Rp27.411,00","Rp27.411,00"
4089,Banana Split Frappuccino,24/04/2018 18:33,2,"4,10","Rp30.280,00","Rp60.560,00"
4090,Banana Split Frappuccino,24/04/2018 18:29,4,"5,49","Rp13.555,00","Rp54.220,00"
4091,Avocado Juice,24/04/2018 18:29,6,"1,88","Rp11.983,00","Rp71.898,00"
4092,Banana Smoothie,24/04/2018 18:29,1,"4,96","Rp10.057,00","Rp10.057,00"
4093,Chicken Eggstra,24/04/2018 18:29,10,"2,23","Rp17.763,00","Rp177.630,00"
4094,Banana Split Frappuccino,23/04/2018 18:21,9,"5,34","Rp14.884,00","Rp133.956,00"
4095,Avocado Juice,23/04/2018 18:21,5,"4,27","Rp30.591,00","Rp152.955,00"
4096,Banana Smoothie,23/04/2018 18:21,9,"2,59","Rp22.561,00","Rp203.049,00"
4097,Banana Split Frappuccino,23/04/2018 17:53,3,"1,62","Rp12.425,00","Rp37.275,00"
4098,Avocado Juice,23/04/2018 17:38,8,"1,99","Rp30.236,00","Rp241.888,00"
4099,Banana Split Frappuccino,23/04/2018 17:38,7,"4,16","Rp25.990,00","Rp181.930,00"
4100,Banana Split Frappuccino,23/04/2018 17:31,7,"4,77","Rp27.243,00","Rp190.701,00"
4101,Avocado Juice,23/04/2018 17:31,1,"4,03","Rp25.062,00","Rp25.062,00"
4102,Avocado Juice,22/04/2018 19:12,5,"1,57","Rp16.211,00","Rp81.055,00"
4103,Banana Split Frappuccino,22/04/2018 19:12,8,"3,52","Rp15.407,00","Rp123.256,00"
4104,Chicken Eggstra,21/04/2018 22:56,6,"3,47","Rp32.854,00","Rp197.124,00"
4105,Avocado Juice,21/04/2018 20:40,5,"6,00","Rp18.897,00","Rp94.485,00"
4106,Banana Split Frappuccino,21/04/2018 20:32,5,"2,74","Rp18.385,00","Rp91.925,00"
4107,Chicken Eggstra,21/04/2018 20:32,6,"1,89","Rp14.372,00","Rp86.232,00"
4108,Banana Split Frappuccino,21/04/2018 20:24,2,"3,20","Rp21.330,00","Rp42.660,00"
4109,Banana Split Frappuccino,21/04/2018 20:01,5,"4,06","Rp27.237,00","Rp136.185,00"
4110,Avocado Juice,21/04/2018 20:01,6,"3,04","Rp10.245,00","Rp61.470,00"
4111,Chicken Eggstra,21/04/2018 20:01,9,"2,67","Rp23.561,00","Rp212.049,00"
4112,Banana Split Frappuccino,21/04/2018 19:39,6,"3,63","Rp20.739,00","Rp124.434,00"
4113,Avocado Juice,21/04/2018 19:16,1,"3,27","Rp23.567,00","Rp23.567,00"
4114,Banana Smoothie,21/04/2018 19:16,5,"2,35","Rp34.170,00","Rp170.850,00"
4115,Banana Smoothie,21/04/2018 19:10,10,"1,85","Rp17.077,00","Rp170.770,00"
4116,Avocado Juice,21/04/2018 19:10,10,"1,18","Rp33.497,00","Rp334.970,00"
4117,Chicken Eggstra,21/04/2018 18:38,9,"1,76","Rp22.812,00","Rp205.308,00"
4118,Banana Split Frappuccino,21/04/2018 18:38,5,"2,79","Rp23.187,00","Rp115.935,00"
4119,Avocado Juice,21/04/2018 17:08,4,"5,67","Rp23.034,00","Rp92.136,00"
4120,Avocado Juice,21/04/2018 14:00,3,"2,25","Rp13.410,00","Rp40.230,00"
4121,Chicken Eggstra,20/04/2018 20:06,9,"5,13","Rp25.967,00","Rp233.703,00"
4122,Avocado Juice,20/04/2018 19:50,3,"1,84","Rp22.668,00","Rp68.004,00"
4123,Chicken Eggstra,20/04/2018 19:50,3,"4,80","Rp29.821,00","Rp89.463,00"
4124,Banana Smoothie,20/04/2018 19:50,8,"3,51","Rp12.593,00","Rp100.744,00"
4125,Chicken Eggstra,20/04/2018 1:58,3,"1,62","Rp28.078,00","Rp84.234,00"
4126,Banana Split Frappuccino,19/04/2018 22:46,3,"5,88","Rp26.840,00","Rp80.520,00"
4127,Avocado Juice,19/04/2018 22:34,2,"2,03","Rp30.662,00","Rp61.324,00"
4128,Avocado Juice,19/04/2018 22:27,7,"3,43","Rp14.707,00","Rp102.949,00"
4129,Banana Split Frappuccino,19/04/2018 22:24,5,"2,18","Rp16.484,00","Rp82.420,00"
4130,Chicken Eggstra,19/04/2018 22:24,5,"3,26","Rp21.407,00","Rp107.035,00"
4131,Royal Cake,19/04/2018 22:24,2,"3,91","Rp10.002,00","Rp20.004,00"
4132,Banana Split Frappuccino,19/04/2018 19:29,10,"1,44","Rp34.403,00","Rp344.030,00"
4133,Avocado Juice,19/04/2018 19:29,2,"3,97","Rp17.425,00","Rp34.850,00"
4134,Chicken Eggstra,19/04/2018 19:29,9,"1,24","Rp30.240,00","Rp272.160,00"
4135,Banana Split Frappuccino,19/04/2018 19:21,3,"2,99","Rp27.944,00","Rp83.832,00"
4136,Chicken Eggstra,19/04/2018 19:21,6,"4,69","Rp19.204,00","Rp115.224,00"
4137,Chicken Eggstra,18/04/2018 22:23,4,"1,07","Rp29.505,00","Rp118.020,00"
4138,Banana Smoothie,16/04/2018 22:01,4,"3,01","Rp26.380,00","Rp105.520,00"
4139,Chicken Eggstra,16/04/2018 18:18,2,"3,40","Rp23.289,00","Rp46.578,00"
4140,Chicken Eggstra,14/04/2018 22:35,6,"4,29","Rp14.423,00","Rp86.538,00"
4141,Banana Split Frappuccino,14/04/2018 22:35,3,"2,91","Rp12.123,00","Rp36.369,00"
4142,Chicken Eggstra,14/04/2018 21:18,8,"5,29","Rp10.283,00","Rp82.264,00"
4143,Banana Smoothie,14/04/2018 21:18,3,"5,58","Rp31.918,00","Rp95.754,00"
4144,Banana Split Frappuccino,14/04/2018 19:11,10,"1,02","Rp18.982,00","Rp189.820,00"
4145,Avocado Juice,14/04/2018 18:54,5,"3,32","Rp25.815,00","Rp129.075,00"
4146,Banana Smoothie,14/04/2018 18:54,10,"4,24","Rp31.405,00","Rp314.050,00"
4147,Banana Split Frappuccino,14/04/2018 18:51,9,"4,30","Rp29.962,00","Rp269.658,00"
4148,Avocado Juice,14/04/2018 18:51,6,"2,27","Rp20.333,00","Rp121.998,00"
4149,Chicken Eggstra,14/04/2018 18:51,1,"2,01","Rp24.486,00","Rp24.486,00"
4150,Banana Smoothie,14/04/2018 18:51,10,"1,01","Rp32.841,00","Rp328.410,00"
4151,Royal Cake,14/04/2018 18:51,5,"4,57","Rp10.837,00","Rp54.185,00"
4152,Banana Split Frappuccino,14/04/2018 18:36,1,"4,69","Rp24.879,00","Rp24.879,00"
4153,Avocado Juice,14/04/2018 18:36,1,"4,79","Rp26.819,00","Rp26.819,00"
4154,Chicken Eggstra,14/04/2018 18:36,8,"5,05","Rp32.910,00","Rp263.280,00"
4155,Banana Split Frappuccino,14/04/2018 17:55,3,"5,30","Rp16.424,00","Rp49.272,00"
4156,Banana Split Frappuccino,14/04/2018 17:45,1,"3,57","Rp21.533,00","Rp21.533,00"
4157,Banana Split Frappuccino,13/04/2018 19:42,10,"5,12","Rp20.589,00","Rp205.890,00"
4158,Avocado Juice,13/04/2018 19:25,6,"2,20","Rp22.044,00","Rp132.264,00"
4159,Banana Smoothie,13/04/2018 19:25,9,"3,40","Rp15.655,00","Rp140.895,00"
4160,Royal Cake,13/04/2018 19:25,7,"2,10","Rp30.239,00","Rp211.673,00"
4161,Chicken Eggstra,13/04/2018 19:20,7,"1,12","Rp29.371,00","Rp205.597,00"
4162,Banana Split Frappuccino,13/04/2018 19:20,2,"5,30","Rp23.485,00","Rp46.970,00"
4163,Chicken Eggstra,13/04/2018 19:20,6,"3,24","Rp33.477,00","Rp200.862,00"
4164,Banana Split Frappuccino,13/04/2018 18:58,6,"5,38","Rp19.419,00","Rp116.514,00"
4165,Avocado Juice,13/04/2018 18:58,10,"5,64","Rp20.990,00","Rp209.900,00"
4166,Banana Smoothie,13/04/2018 18:58,7,"4,08","Rp16.742,00","Rp117.194,00"
4167,Avocado Juice,13/04/2018 18:11,4,"1,78","Rp29.556,00","Rp118.224,00"
4168,Banana Split Frappuccino,13/04/2018 17:33,1,"5,37","Rp26.441,00","Rp26.441,00"
4169,Banana Smoothie,13/04/2018 17:33,10,"5,80","Rp11.297,00","Rp112.970,00"
4170,Avocado Juice,13/04/2018 17:33,1,"1,52","Rp28.779,00","Rp28.779,00"
4171,Banana Split Frappuccino,13/04/2018 17:31,8,"3,67","Rp34.229,00","Rp273.832,00"
4172,Avocado Juice,13/04/2018 17:31,5,"4,58","Rp33.296,00","Rp166.480,00"
4173,Chicken Eggstra,13/04/2018 17:31,2,"3,97","Rp15.123,00","Rp30.246,00"
4174,Chicken Eggstra,11/04/2018 19:15,2,"2,43","Rp34.317,00","Rp68.634,00"
4175,Banana Smoothie,11/04/2018 19:15,1,"3,50","Rp19.036,00","Rp19.036,00"
4176,Banana Split Frappuccino,11/04/2018 19:15,3,"2,55","Rp10.726,00","Rp32.178,00"
4177,Banana Split Frappuccino,10/04/2018 18:54,10,"3,40","Rp18.910,00","Rp189.100,00"
4178,Banana Smoothie,10/04/2018 17:48,8,"5,06","Rp23.603,00","Rp188.824,00"
4179,Banana Split Frappuccino,10/04/2018 17:33,8,"3,43","Rp10.777,00","Rp86.216,00"
4180,Banana Smoothie,10/04/2018 17:33,3,"4,98","Rp23.074,00","Rp69.222,00"
4181,Avocado Juice,10/04/2018 17:33,10,"3,95","Rp21.313,00","Rp213.130,00"
4182,Banana Smoothie,08/04/2018 17:31,5,"5,00","Rp18.332,00","Rp91.660,00"
4183,Banana Smoothie,08/04/2018 17:23,8,"4,51","Rp26.270,00","Rp210.160,00"
4184,Banana Split Frappuccino,07/04/2018 19:54,5,"1,62","Rp33.120,00","Rp165.600,00"
4185,Banana Smoothie,07/04/2018 18:14,2,"2,33","Rp34.054,00","Rp68.108,00"
4186,Banana Smoothie,07/04/2018 18:10,3,"5,34","Rp19.310,00","Rp57.930,00"
4187,Banana Smoothie,07/04/2018 18:09,7,"3,31","Rp10.023,00","Rp70.161,00"
4188,Banana Smoothie,07/04/2018 18:06,9,"4,59","Rp11.156,00","Rp100.404,00"
4189,Banana Split Frappuccino,06/04/2018 19:53,10,"5,57","Rp30.580,00","Rp305.800,00"
4190,Banana Smoothie,06/04/2018 18:56,10,"4,91","Rp27.737,00","Rp277.370,00"
4191,Banana Split Frappuccino,06/04/2018 18:51,3,"2,55","Rp23.774,00","Rp71.322,00"
4192,Avocado Juice,06/04/2018 18:51,10,"4,53","Rp10.449,00","Rp104.490,00"
4193,Banana Split Frappuccino,06/04/2018 18:23,1,"2,16","Rp24.531,00","Rp24.531,00"
4194,Chicken Eggstra,06/04/2018 18:23,6,"1,22","Rp20.806,00","Rp124.836,00"
4195,Royal Cake,06/04/2018 18:23,4,"5,22","Rp15.231,00","Rp60.924,00"
